id,date,store_nbr,family,sales,onpromotion
2087290,2016-03-20,25,CLEANING,540.0,20
1877906,2015-11-22,5,DAIRY,596.0,0
292973,2013-06-14,29,SEAFOOD,0.0,0
120654,2013-03-09,44,CELEBRATION,0.0,0
2310171,2016-07-23,29,CELEBRATION,16.0,0
1086385,2014-09-03,40,PERSONAL CARE,203.0,0
2413837,2016-09-19,37,LADIESWEAR,20.0,0
1146484,2014-10-07,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
2745292,2017-03-25,37,"LIQUOR,WINE,BEER",158.0,8
2997776,2017-08-14,21,MAGAZINES,3.0,0
2635646,2017-01-23,11,BEAUTY,6.0,0
682116,2014-01-19,48,CELEBRATION,27.0,0
1312242,2015-01-09,28,PRODUCE,0.0,0
826153,2014-04-10,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
1160185,2014-10-15,12,BOOKS,0.0,0
726452,2014-02-13,41,MAGAZINES,0.0,0
1701547,2015-08-15,51,BABY CARE,0.0,0
2233156,2016-06-10,18,GROCERY II,12.0,0
2057233,2016-03-03,31,GROCERY II,14.0,0
271039,2013-06-02,14,EGGS,31.0,0
323592,2013-07-01,38,PLAYERS AND ELECTRONICS,0.0,0
781420,2014-03-16,34,GROCERY II,10.0,0
1506264,2015-04-28,22,GROCERY I,0.0,0
1801669,2015-10-11,11,BABY CARE,0.0,0
1937704,2015-12-27,28,EGGS,186.0,1
2547960,2016-12-03,5,PRODUCE,1640.27,10
1263969,2014-12-12,24,BEVERAGES,4013.0,2
2726897,2017-03-15,21,DAIRY,663.0,125
979140,2014-07-05,31,PRODUCE,1429.73,2
1496999,2015-04-23,12,LAWN AND GARDEN,0.0,0
482049,2013-09-28,34,HOME CARE,0.0,0
2657417,2017-02-04,21,PET SUPPLIES,3.0,0
1697217,2015-08-13,3,PLAYERS AND ELECTRONICS,28.0,0
2183706,2016-05-13,3,PRODUCE,7621.469,1
1258761,2014-12-09,28,DELI,370.601,0
886492,2014-05-14,32,GROCERY II,4.0,0
751447,2014-02-27,43,BOOKS,0.0,0
1364089,2015-02-07,33,BABY CARE,0.0,0
2129488,2016-04-12,9,SCHOOL AND OFFICE SUPPLIES,4.0,0
24787,2013-01-14,54,BOOKS,0.0,0
242453,2013-05-17,12,BEAUTY,0.0,0
196490,2013-04-21,22,DAIRY,0.0,0
801119,2014-03-27,37,FROZEN FOODS,123.0,0
132219,2013-03-16,19,LINGERIE,2.0,0
418160,2013-08-23,41,HOME APPLIANCES,1.0,0
1788345,2015-10-03,37,DELI,183.339,0
383836,2013-08-04,29,GROCERY II,0.0,0
1886294,2015-11-27,35,HARDWARE,0.0,0
2083292,2016-03-18,13,BEAUTY,1.0,0
1334428,2015-01-21,50,CLEANING,1425.0,1
248647,2013-05-20,35,PERSONAL CARE,57.0,0
438815,2013-09-04,21,HARDWARE,0.0,0
1371297,2015-02-11,35,HOME AND KITCHEN I,12.0,1
2446552,2016-10-07,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
45832,2013-01-26,44,POULTRY,666.253,0
753071,2014-02-28,39,FROZEN FOODS,68.0,0
1234855,2014-11-25,7,POULTRY,646.27,0
2067895,2016-03-09,30,HOME AND KITCHEN II,4.0,0
1849931,2015-11-07,15,HOME APPLIANCES,0.0,0
185663,2013-04-15,19,BREAD/BAKERY,169.0,0
2173936,2016-05-07,6,POULTRY,912.916,1
295937,2013-06-16,12,PET SUPPLIES,0.0,0
2528878,2016-11-23,15,"LIQUOR,WINE,BEER",18.0,2
1610663,2015-06-25,50,SEAFOOD,15.066,0
2993888,2017-08-12,12,PREPARED FOODS,17.0,0
2340087,2016-08-09,18,MEATS,91.643,0
2349050,2016-08-14,2,FROZEN FOODS,139.399,0
961161,2014-06-25,28,BEVERAGES,569.0,0
1787679,2015-10-03,19,BEVERAGES,4965.0,17
1226536,2014-11-21,23,PERSONAL CARE,103.0,0
1194685,2014-11-03,3,LADIESWEAR,76.0,0
2149962,2016-04-24,33,GROCERY I,4242.0,29
1229491,2014-11-22,7,EGGS,291.0,0
2654800,2017-02-02,48,HOME AND KITCHEN II,11.0,0
268677,2013-05-31,47,MEATS,931.739,0
1328466,2015-01-18,33,HOME CARE,0.0,0
274046,2013-06-03,48,HARDWARE,1.0,0
2896301,2017-06-18,24,MAGAZINES,14.0,0
2144128,2016-04-21,2,LADIESWEAR,14.0,0
1266259,2014-12-13,38,HOME AND KITCHEN II,14.0,0
131081,2013-03-15,37,BREAD/BAKERY,394.766,0
1751046,2015-09-12,40,AUTOMOTIVE,8.0,0
2227287,2016-06-06,52,HOME CARE,0.0,0
1480995,2015-04-14,13,LINGERIE,2.0,0
1402861,2015-03-01,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
728992,2014-02-15,13,"LIQUOR,WINE,BEER",57.0,0
764866,2014-03-07,2,PERSONAL CARE,179.0,0
1665700,2015-07-26,45,PERSONAL CARE,819.0,0
1346086,2015-01-28,28,HOME AND KITCHEN II,11.0,0
2531547,2016-11-24,4,HOME CARE,231.0,9
1872277,2015-11-19,41,"LIQUOR,WINE,BEER",58.0,0
1433516,2015-03-18,30,PREPARED FOODS,30.0,0
2847569,2017-05-21,7,SEAFOOD,42.655,1
2142324,2016-04-20,19,PRODUCE,350.34,1
2112372,2016-04-03,29,DELI,343.864,0
2196556,2016-05-20,40,EGGS,120.0,1
151331,2013-03-26,54,PET SUPPLIES,0.0,0
311054,2013-06-24,36,PREPARED FOODS,27.214,0
2647202,2017-01-29,35,DAIRY,256.0,8
606477,2013-12-07,26,BEVERAGES,651.0,0
1344903,2015-01-27,44,LINGERIE,17.0,0
745909,2014-02-24,38,EGGS,143.0,0
1182942,2014-10-27,5,MEATS,316.375,0
1999399,2016-01-30,9,POULTRY,620.862,0
374989,2013-07-30,30,EGGS,0.0,0
742110,2014-02-22,31,CELEBRATION,0.0,0
704500,2014-02-01,26,HOME AND KITCHEN II,0.0,0
188126,2013-04-16,37,PET SUPPLIES,0.0,0
2799623,2017-04-25,12,BEAUTY,0.0,0
1602320,2015-06-21,18,BREAD/BAKERY,797.0,75
2602097,2017-01-04,2,HARDWARE,1.0,0
1078873,2014-08-30,30,BOOKS,0.0,0
2394112,2016-09-08,33,POULTRY,124.898,0
2244760,2016-06-16,43,BABY CARE,0.0,0
1314571,2015-01-10,43,HOME AND KITCHEN II,16.0,0
1274862,2014-12-18,3,CELEBRATION,18.0,0
2687336,2017-02-21,11,HARDWARE,0.0,0
2694504,2017-02-25,12,LINGERIE,4.0,0
2150635,2016-04-24,51,PERSONAL CARE,438.0,2
828501,2014-04-11,6,BEVERAGES,1550.0,0
986251,2014-07-09,31,GROCERY II,4.0,0
261883,2013-05-27,7,POULTRY,257.43,0
2342494,2016-08-10,35,"LIQUOR,WINE,BEER",9.0,0
1321310,2015-01-14,32,MAGAZINES,0.0,0
438148,2013-09-03,52,CLEANING,0.0,0
824338,2014-04-09,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
688154,2014-01-23,18,BREAD/BAKERY,744.0,0
682529,2014-01-20,1,MAGAZINES,1.0,0
2598546,2017-01-02,2,PLAYERS AND ELECTRONICS,16.0,0
229064,2013-05-09,36,FROZEN FOODS,35.605,0
2099075,2016-03-26,6,FROZEN FOODS,261.185,0
2362354,2016-08-21,42,HOME AND KITCHEN II,18.0,1
253374,2013-05-23,19,AUTOMOTIVE,3.0,0
1880838,2015-11-24,32,BEVERAGES,723.0,1
101230,2013-02-26,49,LADIESWEAR,0.0,0
217810,2013-05-03,20,EGGS,0.0,0
34422,2013-01-20,25,BEVERAGES,1015.0,0
1417199,2015-03-09,23,HARDWARE,0.0,0
347349,2013-07-14,54,MEATS,85.695,0
2298654,2016-07-16,6,CELEBRATION,32.0,0
174202,2013-04-08,46,POULTRY,509.914,0
587170,2013-11-26,34,BABY CARE,0.0,0
544153,2013-11-02,27,HOME AND KITCHEN II,0.0,0
381144,2013-08-02,52,PLAYERS AND ELECTRONICS,0.0,0
79049,2013-02-14,27,HARDWARE,1.0,0
910056,2014-05-27,43,HOME AND KITCHEN I,0.0,0
349818,2013-07-16,24,HOME CARE,0.0,0
1523293,2015-05-07,5,GROCERY II,51.0,0
2541920,2016-11-30,30,PREPARED FOODS,17.0,7
2491603,2016-11-02,2,BOOKS,4.0,0
2647283,2017-01-29,37,MAGAZINES,4.0,0
1844696,2015-11-04,18,PREPARED FOODS,31.0,10
462848,2013-09-17,45,MAGAZINES,0.0,0
2844386,2017-05-20,18,HOME APPLIANCES,4.0,0
324092,2013-07-01,51,SEAFOOD,71.043,0
2659535,2017-02-05,30,SEAFOOD,8.0,0
1047120,2014-08-12,39,PRODUCE,0.0,0
945139,2014-06-16,28,LADIESWEAR,0.0,0
976170,2014-07-03,48,PRODUCE,1685.094,0
138378,2013-03-19,41,DELI,129.993,0
640948,2013-12-27,42,"LIQUOR,WINE,BEER",0.0,0
734703,2014-02-18,23,MEATS,834.959,0
85341,2013-02-17,53,BEVERAGES,0.0,0
1995857,2016-01-29,1,HOME APPLIANCES,1.0,0
377521,2013-07-31,51,BABY CARE,0.0,0
354787,2013-07-19,14,BOOKS,0.0,0
2438601,2016-10-03,32,AUTOMOTIVE,2.0,0
441510,2013-09-05,47,BEVERAGES,2386.0,0
424737,2013-08-27,26,PLAYERS AND ELECTRONICS,0.0,0
2657427,2017-02-04,22,BEVERAGES,1433.0,22
36779,2013-01-21,40,HOME APPLIANCES,0.0,0
583056,2013-11-24,19,GROCERY I,2638.0,0
2700422,2017-02-28,28,SEAFOOD,9.0,0
1889443,2015-11-29,23,POULTRY,310.928,0
1101073,2014-09-11,52,POULTRY,0.0,0
1552734,2015-05-24,26,HOME CARE,155.0,1
1933009,2015-12-23,46,BABY CARE,0.0,0
464861,2013-09-18,51,MAGAZINES,0.0,0
2046943,2016-02-26,42,LADIESWEAR,10.0,0
825430,2014-04-10,2,BABY CARE,0.0,0
417994,2013-08-23,37,HOME AND KITCHEN II,0.0,0
1941432,2015-12-29,32,DELI,118.0,0
1696250,2015-08-12,52,HOME APPLIANCES,0.0,0
2612156,2017-01-09,51,DAIRY,1376.0,23
2302893,2016-07-19,24,LINGERIE,10.0,0
2494402,2016-11-03,47,SCHOOL AND OFFICE SUPPLIES,7.0,0
792033,2014-03-22,32,AUTOMOTIVE,3.0,0
71313,2013-02-10,10,AUTOMOTIVE,5.0,0
1375864,2015-02-14,13,POULTRY,260.941,0
2640180,2017-01-25,38,HOME AND KITCHEN I,55.0,0
1601856,2015-06-20,54,BEVERAGES,1642.0,0
2655658,2017-02-03,22,HOME AND KITCHEN II,14.0,1
713814,2014-02-06,37,MEATS,249.795,0
831755,2014-04-13,46,MAGAZINES,0.0,0
1397785,2015-02-26,29,BOOKS,0.0,0
1427569,2015-03-15,14,"LIQUOR,WINE,BEER",0.0,0
1774620,2015-09-25,51,GROCERY I,4068.0,12
6490,2013-01-04,40,"LIQUOR,WINE,BEER",40.0,0
2125747,2016-04-10,53,LADIESWEAR,10.0,0
1764594,2015-09-20,20,HOME CARE,483.0,2
1447286,2015-03-26,18,BREAD/BAKERY,819.0,0
2785734,2017-04-17,22,CELEBRATION,5.0,0
63314,2013-02-05,35,LAWN AND GARDEN,0.0,0
168461,2013-04-05,35,PREPARED FOODS,6.0,0
294119,2013-06-15,11,MAGAZINES,0.0,0
1068433,2014-08-24,37,PERSONAL CARE,207.0,1
462492,2013-09-17,35,PRODUCE,0.0,0
149266,2013-03-25,47,CLEANING,1862.0,0
795372,2014-03-24,26,CELEBRATION,5.0,0
1606645,2015-06-23,39,CLEANING,1490.0,1
2145258,2016-04-21,50,PLAYERS AND ELECTRONICS,17.0,0
802030,2014-03-28,12,SCHOOL AND OFFICE SUPPLIES,0.0,0
2308668,2016-07-22,36,LINGERIE,0.0,0
392334,2013-08-09,17,PRODUCE,0.0,0
2607292,2017-01-07,15,POULTRY,159.021,0
1889822,2015-11-29,34,FROZEN FOODS,92.185,1
453630,2013-09-12,37,GROCERY I,2896.0,0
2506806,2016-11-10,45,PLAYERS AND ELECTRONICS,16.0,0
1577083,2015-06-07,1,GROCERY II,11.0,0
1642963,2015-07-13,8,PERSONAL CARE,282.0,0
1680513,2015-08-04,11,LINGERIE,22.0,1
1045338,2014-08-11,39,PRODUCE,0.0,0
2797042,2017-04-23,39,POULTRY,301.844,0
413506,2013-08-21,11,HOME AND KITCHEN II,0.0,0
2293177,2016-07-13,51,CLEANING,1394.0,10
15513,2013-01-09,44,BEVERAGES,4112.0,0
1551020,2015-05-23,28,LAWN AND GARDEN,2.0,0
234495,2013-05-12,38,PRODUCE,12.0,0
1003590,2014-07-19,18,PLAYERS AND ELECTRONICS,11.0,0
1745520,2015-09-09,35,HOME CARE,64.0,0
716063,2014-02-07,5,PREPARED FOODS,91.089,0
2782244,2017-04-15,24,HARDWARE,1.0,0
164644,2013-04-03,29,CLEANING,0.0,0
1289060,2014-12-27,28,HARDWARE,1.0,0
879284,2014-05-10,3,SEAFOOD,155.4,0
999175,2014-07-16,44,BABY CARE,0.0,0
577537,2013-11-21,14,BOOKS,0.0,0
2445385,2016-10-07,22,LADIESWEAR,0.0,0
1013532,2014-07-24,47,BEVERAGES,5051.0,0
1838231,2015-10-31,36,SEAFOOD,1.0,1
2567659,2016-12-14,52,POULTRY,0.0,0
105386,2013-03-01,16,HOME APPLIANCES,0.0,0
1928918,2015-12-21,31,BEAUTY,1.0,0
1230547,2014-11-23,36,EGGS,67.0,0
2900231,2017-06-20,34,PET SUPPLIES,6.0,0
2353629,2016-08-16,48,BEVERAGES,3600.0,48
790200,2014-03-21,30,HOME AND KITCHEN I,12.0,0
1816326,2015-10-19,22,CELEBRATION,8.0,0
2816857,2017-05-04,45,EGGS,298.0,2
750051,2014-02-26,53,PLAYERS AND ELECTRONICS,0.0,0
2268095,2016-06-29,48,BREAD/BAKERY,558.0,5
1691378,2015-08-10,16,PREPARED FOODS,22.0,0
2103621,2016-03-29,33,BEVERAGES,1453.0,3
135992,2013-03-18,24,SEAFOOD,44.264,0
2146462,2016-04-22,35,EGGS,108.0,0
1365404,2015-02-08,2,PREPARED FOODS,142.857,0
1501911,2015-04-25,5,HOME AND KITCHEN I,19.0,0
1989823,2016-01-25,4,"LIQUOR,WINE,BEER",42.0,0
1272640,2014-12-17,17,POULTRY,289.145,0
1033719,2014-08-05,13,PLAYERS AND ELECTRONICS,0.0,0
1966565,2016-01-12,37,PREPARED FOODS,106.457,0
1615044,2015-06-28,24,MEATS,418.342,0
860493,2014-04-29,52,HOME CARE,0.0,0
575660,2013-11-20,11,DAIRY,352.0,0
2129591,2016-04-13,12,BEAUTY,1.0,0
1605895,2015-06-23,18,HOME AND KITCHEN II,14.0,0
1256512,2014-12-08,15,BOOKS,0.0,0
2945346,2017-07-15,5,PRODUCE,1557.275,3
2644593,2017-01-28,12,CELEBRATION,10.0,0
1686053,2015-08-07,17,HOME APPLIANCES,0.0,0
2711507,2017-03-06,39,PREPARED FOODS,98.109,0
1084267,2014-09-02,31,LADIESWEAR,4.0,0
1082438,2014-09-01,30,BREAD/BAKERY,165.0,0
2289647,2016-07-11,52,DAIRY,0.0,0
2244131,2016-06-16,25,SEAFOOD,1.0,1
919139,2014-06-01,48,MAGAZINES,0.0,0
2521546,2016-11-19,1,HOME AND KITCHEN II,20.0,1
2149351,2016-04-24,16,POULTRY,99.569,1
2552860,2016-12-06,38,GROCERY II,22.0,0
1238988,2014-11-28,23,BEVERAGES,1340.0,3
109345,2013-03-03,27,HOME AND KITCHEN II,0.0,0
187458,2013-04-16,19,HOME CARE,0.0,0
1728957,2015-08-31,20,LINGERIE,5.0,0
2177038,2016-05-09,42,POULTRY,171.776,0
1570990,2015-06-03,38,PERSONAL CARE,427.0,5
169863,2013-04-06,25,GROCERY I,2569.0,0
1010598,2014-07-23,15,CELEBRATION,1.0,0
1937853,2015-12-27,31,PLAYERS AND ELECTRONICS,17.0,0
2377643,2016-08-30,21,PET SUPPLIES,0.0,0
2848919,2017-05-22,44,PREPARED FOODS,304.835,2
210076,2013-04-28,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
1351735,2015-01-31,36,"LIQUOR,WINE,BEER",1177.0,0
977021,2014-07-04,22,MAGAZINES,0.0,0
2737726,2017-03-21,25,GROCERY II,14.0,0
1119879,2014-09-22,30,MEATS,48.641,0
583685,2013-11-24,36,HARDWARE,0.0,0
1389749,2015-02-21,52,LAWN AND GARDEN,0.0,0
1878700,2015-11-23,22,EGGS,70.0,12
2922828,2017-07-03,19,HOME CARE,260.0,21
560186,2013-11-11,27,FROZEN FOODS,71.04,0
528320,2013-10-24,32,MAGAZINES,0.0,0
1456095,2015-03-31,15,BEVERAGES,513.0,0
936956,2014-06-11,48,LAWN AND GARDEN,2.0,0
1787583,2015-10-03,16,CELEBRATION,9.0,0
898500,2014-05-21,2,DELI,215.663,0
2388254,2016-09-05,2,FROZEN FOODS,108.0,0
1283384,2014-12-23,19,HARDWARE,1.0,0
1864773,2015-11-15,31,DELI,323.571,0
2015637,2016-02-09,14,PRODUCE,400.762,76
1954,2013-01-02,14,CLEANING,1716.0,0
2004289,2016-02-02,46,BABY CARE,0.0,0
861825,2014-04-30,4,PRODUCE,7.0,0
163576,2013-04-02,48,POULTRY,738.183,0
1161218,2014-10-15,40,HARDWARE,0.0,0
303698,2013-06-20,3,SEAFOOD,47.367,0
1459217,2015-04-01,51,MAGAZINES,3.0,0
2494749,2016-11-03,8,HOME AND KITCHEN I,41.0,0
973142,2014-07-02,14,BREAD/BAKERY,190.0,0
2115382,2016-04-05,13,HOME AND KITCHEN II,6.0,0
2329445,2016-08-03,2,DAIRY,927.0,3
2040882,2016-02-23,22,PRODUCE,422.755,77
2497820,2016-11-05,43,HOME APPLIANCES,0.0,0
1077998,2014-08-29,6,LAWN AND GARDEN,6.0,0
630979,2013-12-21,13,LADIESWEAR,0.0,0
433567,2013-09-01,24,GROCERY II,10.0,0
73157,2013-02-11,11,PREPARED FOODS,49.0,0
1908826,2015-12-10,18,CLEANING,521.0,2
1643673,2015-07-14,28,DELI,431.568,0
851986,2014-04-25,14,PERSONAL CARE,166.0,0
1697993,2015-08-13,51,FROZEN FOODS,183.637,1
1375841,2015-02-14,13,BREAD/BAKERY,150.0,0
656599,2014-01-05,31,SCHOOL AND OFFICE SUPPLIES,3.0,0
1884282,2015-11-26,29,HOME AND KITCHEN I,18.0,0
514612,2013-10-16,48,EGGS,93.0,0
1607809,2015-06-24,21,HOME AND KITCHEN II,0.0,0
2640772,2017-01-25,54,GROCERY II,18.0,0
1299124,2015-01-02,10,GROCERY II,11.0,0
1697387,2015-08-13,34,SEAFOOD,2.0,0
2307954,2016-07-22,17,AUTOMOTIVE,9.0,0
440282,2013-09-05,12,PREPARED FOODS,13.0,0
1944075,2015-12-30,7,GROCERY I,3385.0,0
333115,2013-07-06,6,GROCERY II,26.0,0
901226,2014-05-22,45,PREPARED FOODS,272.478,0
117321,2013-03-07,50,CELEBRATION,0.0,0
1528710,2015-05-10,51,HOME CARE,342.0,2
2157925,2016-04-28,7,"LIQUOR,WINE,BEER",124.0,1
1286566,2014-12-24,8,POULTRY,596.24896,0
2310111,2016-07-23,27,GROCERY I,3568.0,43
256248,2013-05-24,49,BEVERAGES,2569.0,0
1220967,2014-11-18,18,AUTOMOTIVE,1.0,0
2469637,2016-10-20,52,HOME AND KITCHEN II,0.0,0
2702040,2017-03-01,24,AUTOMOTIVE,1.0,0
2423932,2016-09-25,20,HOME AND KITCHEN II,15.0,1
1363066,2015-02-06,54,BABY CARE,0.0,0
1154014,2014-10-11,39,BOOKS,0.0,0
2884299,2017-06-11,38,AUTOMOTIVE,8.0,0
2324147,2016-07-31,20,MAGAZINES,3.0,0
981776,2014-07-06,6,PET SUPPLIES,14.0,0
2769091,2017-04-07,54,POULTRY,62.434,5
2723605,2017-03-13,29,HOME AND KITCHEN II,13.0,0
2379551,2016-08-31,25,LAWN AND GARDEN,0.0,0
550453,2013-11-05,53,GROCERY II,0.0,0
723145,2014-02-11,49,HOME AND KITCHEN II,0.0,0
834487,2014-04-15,23,HOME AND KITCHEN II,0.0,0
1159555,2014-10-14,44,BABY CARE,0.0,0
2707045,2017-03-04,14,"LIQUOR,WINE,BEER",64.0,2
466727,2013-09-19,54,DAIRY,40.0,0
2602518,2017-01-04,31,CELEBRATION,7.0,0
2724320,2017-03-13,49,BREAD/BAKERY,1437.2,6
1655440,2015-07-20,8,POULTRY,637.177,0
493547,2013-10-04,7,SEAFOOD,85.994,0
2561434,2016-12-11,29,CLEANING,1380.0,24
987477,2014-07-10,16,HOME CARE,224.0,0
53527,2013-01-31,11,BABY CARE,0.0,0
996335,2014-07-15,14,SEAFOOD,0.0,0
2258451,2016-06-24,27,PRODUCE,2048.294,1
1881707,2015-11-24,7,HARDWARE,3.0,0
1529182,2015-05-11,15,POULTRY,114.152,0
2839436,2017-05-17,29,HOME APPLIANCES,0.0,0
854207,2014-04-26,27,BEAUTY,3.0,0
2699793,2017-02-28,10,PRODUCE,291.787,59
2079993,2016-03-16,20,BEVERAGES,2109.0,26
1648206,2015-07-16,54,LINGERIE,0.0,0
2112691,2016-04-03,37,SCHOOL AND OFFICE SUPPLIES,2.0,0
2900683,2017-06-20,47,HOME AND KITCHEN II,46.0,2
202996,2013-04-24,54,GROCERY II,5.0,0
1682712,2015-08-05,23,DELI,115.251,1
587220,2013-11-26,35,HOME CARE,0.0,0
306542,2013-06-22,10,BREAD/BAKERY,99.0,0
658927,2014-01-06,47,HOME AND KITCHEN II,26.0,0
706796,2014-02-02,40,BEAUTY,2.0,0
2555563,2016-12-08,14,EGGS,24.0,0
540776,2013-10-31,32,BREAD/BAKERY,96.0,0
598602,2013-12-02,54,HOME AND KITCHEN I,0.0,0
1891710,2015-11-30,37,HOME CARE,253.0,0
984964,2014-07-08,45,GROCERY II,78.0,0
1062996,2014-08-21,35,AUTOMOTIVE,13.0,0
729937,2014-02-15,4,EGGS,223.0,0
1509786,2015-04-30,21,BEVERAGES,0.0,0
1025001,2014-07-31,19,LINGERIE,1.0,0
1243539,2014-11-30,50,AUTOMOTIVE,22.0,0
1471730,2015-04-08,52,PREPARED FOODS,0.0,0
1271357,2014-12-16,30,SEAFOOD,3.0,0
1401309,2015-02-28,27,PRODUCE,30.0,0
350130,2013-07-16,33,AUTOMOTIVE,8.0,0
1909973,2015-12-10,49,SEAFOOD,70.497,0
2398127,2016-09-10,46,HOME APPLIANCES,0.0,0
261059,2013-05-27,33,PREPARED FOODS,34.0,0
1548743,2015-05-22,14,LAWN AND GARDEN,0.0,0
1449027,2015-03-27,16,PRODUCE,0.0,0
430093,2013-08-30,27,BOOKS,0.0,0
1289825,2014-12-27,49,LAWN AND GARDEN,6.0,0
2163483,2016-05-02,13,BEVERAGES,2342.0,22
321829,2013-06-30,39,GROCERY II,30.0,0
1183892,2014-10-28,27,HOME APPLIANCES,0.0,0
222114,2013-05-05,40,MEATS,97.057,0
1336055,2015-01-22,46,HOME APPLIANCES,0.0,0
503538,2013-10-10,37,MEATS,288.727,0
731027,2014-02-16,20,FROZEN FOODS,0.0,0
2314068,2016-07-25,38,DELI,113.268,2
1418758,2015-03-10,17,"LIQUOR,WINE,BEER",17.0,0
2699279,2017-02-27,46,FROZEN FOODS,223.281,3
2604839,2017-01-05,46,HOME APPLIANCES,1.0,0
2693623,2017-02-24,37,SCHOOL AND OFFICE SUPPLIES,2.0,0
1974938,2016-01-17,22,LAWN AND GARDEN,0.0,0
2595776,2016-12-31,41,PREPARED FOODS,86.298004,2
878738,2014-05-10,15,HARDWARE,1.0,0
224226,2013-05-06,5,MEATS,346.624,0
1718089,2015-08-25,16,EGGS,297.0,2
1975746,2016-01-17,45,BEVERAGES,15493.0,0
454931,2013-09-13,23,PET SUPPLIES,0.0,0
2882513,2017-06-10,37,PREPARED FOODS,44.453,0
1917587,2015-12-15,13,MAGAZINES,0.0,0
796037,2014-03-24,44,FROZEN FOODS,392.455,0
775389,2014-03-13,15,LINGERIE,3.0,0
352638,2013-07-17,53,AUTOMOTIVE,0.0,0
50413,2013-01-29,23,"LIQUOR,WINE,BEER",18.0,0
251749,2013-05-22,22,PERSONAL CARE,0.0,0
139173,2013-03-20,14,GROCERY I,2085.0,0
2671480,2017-02-12,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
2847283,2017-05-21,49,EGGS,717.0,1
1203236,2014-11-08,2,MAGAZINES,2.0,0
1111655,2014-09-17,5,HOME APPLIANCES,0.0,0
865777,2014-05-02,50,"LIQUOR,WINE,BEER",145.0,0
2360112,2016-08-20,3,HOME CARE,612.0,5
1884427,2015-11-26,32,POULTRY,62.852,0
2502525,2016-11-08,26,BEVERAGES,1023.0,38
1368652,2015-02-10,11,EGGS,189.0,0
1674235,2015-07-31,35,GROCERY II,4.0,0
1184804,2014-10-28,52,BREAD/BAKERY,0.0,0
2230064,2016-06-08,30,MAGAZINES,0.0,0
2793858,2017-04-21,5,GROCERY I,2503.0,77
625332,2013-12-17,54,HOME AND KITCHEN I,0.0,0
2352976,2016-08-16,3,EGGS,447.0,0
2773196,2017-04-10,20,DAIRY,918.0,9
2159182,2016-04-29,41,PERSONAL CARE,193.0,4
2875460,2017-06-06,4,BREAD/BAKERY,336.96,0
2346700,2016-08-12,53,BOOKS,0.0,0
2809507,2017-04-30,39,LADIESWEAR,13.0,0
1079026,2014-08-30,34,PERSONAL CARE,395.0,0
516800,2013-10-18,1,LAWN AND GARDEN,7.0,0
675476,2014-01-16,11,SEAFOOD,19.0,0
361588,2013-07-22,54,CLEANING,769.0,0
2572505,2016-12-17,39,MAGAZINES,19.0,0
1128174,2014-09-27,14,BEVERAGES,1861.0,1
2986204,2017-08-07,47,BABY CARE,0.0,0
2192688,2016-05-18,32,BEVERAGES,761.0,13
2717797,2017-03-10,16,HOME AND KITCHEN II,11.0,1
1587712,2015-06-12,8,HOME AND KITCHEN II,32.0,0
557664,2013-11-09,6,PRODUCE,48.0,0
1428293,2015-03-15,34,LAWN AND GARDEN,1.0,0
335083,2013-07-08,11,BABY CARE,0.0,0
634250,2013-12-22,54,MAGAZINES,0.0,0
1967760,2016-01-13,21,BEVERAGES,1514.0,0
1069540,2014-08-25,19,EGGS,122.0,1
2766024,2017-04-06,19,PRODUCE,354.57,1
1842142,2015-11-02,46,HOME AND KITCHEN II,39.0,0
264001,2013-05-29,17,BABY CARE,0.0,0
2798246,2017-04-24,23,FROZEN FOODS,37.0,3
2082552,2016-03-17,41,LINGERIE,8.0,1
1466650,2015-04-06,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
30525,2013-01-18,16,AUTOMOTIVE,2.0,0
1968646,2016-01-13,45,SCHOOL AND OFFICE SUPPLIES,7.0,0
1723085,2015-08-27,6,MAGAZINES,1.0,0
347378,2013-07-14,6,LAWN AND GARDEN,0.0,0
469761,2013-09-21,4,CELEBRATION,0.0,0
2669594,2017-02-11,13,PET SUPPLIES,1.0,0
2201716,2016-05-23,35,"LIQUOR,WINE,BEER",61.0,0
741286,2014-02-21,9,CLEANING,991.0,0
1754037,2015-09-14,24,LINGERIE,8.0,1
2662894,2017-02-07,25,PERSONAL CARE,96.0,4
2689221,2017-02-22,14,HOME CARE,251.0,8
1304102,2015-01-04,5,DAIRY,884.0,5
1325465,2015-01-16,49,LAWN AND GARDEN,12.0,0
1417427,2015-03-09,3,FROZEN FOODS,337.041,0
2453145,2016-10-11,4,MEATS,290.019,0
1192713,2014-11-02,24,PLAYERS AND ELECTRONICS,13.0,0
170027,2013-04-06,3,FROZEN FOODS,468.779,0
2079214,2016-03-15,48,HOME AND KITCHEN II,10.0,0
2653733,2017-02-02,19,BREAD/BAKERY,152.0,3
1568235,2015-06-02,11,DELI,664.508,1
42553,2013-01-24,52,HOME AND KITCHEN II,0.0,0
